"Date","health_board","CO_GABed_C19","CO_GABed_NonC19","CO_GABed_Spare","CO_GABed_Tot","CO_IVBed_C19","CO_IVBed_NonC19","CO_IVBed_Spare","CO_IVBed_Tot"
2020-09-09,"Wales",284,7397,1264,8945,8,139,100,247
2020-09-10,"Betsi Cadwaladr University Health Board",100,1574,231,1905,0,29,20,49
2020-09-10,"Hywel Dda University Health Board",7,901,122,1030,1,24,6,31
2020-09-10,"Abertawe Bro Morgannwg University Health Board",8,1159,95,1262,1,17,11,29
2020-09-10,"Cardiff and Vale University Health Board",65,1185,289,1539,2,43,34,79
2020-09-10,"Cwm Taf University Health Board",36,1206,143,1385,1,19,7,27
2020-09-10,"Aneurin Bevan University Health Board",28,1231,361,1620,2,12,18,32
2020-09-10,"Powys Teaching Health Board",4,138,31,173,0,0,0,0
2020-09-10,"Velindre University NHS Trust",0,23,7,30,0,0,0,0
2020-09-10,"Wales",248,7417,1279,8944,7,144,96,247
2020-09-11,"Betsi Cadwaladr University Health Board",106,1545,249,1900,1,24,24,49
2020-09-11,"Hywel Dda University Health Board",17,876,138,1031,1,20,10,31
2020-09-11,"Abertawe Bro Morgannwg University Health Board",22,1156,89,1267,0,18,11,29
2020-09-11,"Cardiff and Vale University Health Board",74,1164,301,1539,1,45,33,79
2020-09-11,"Cwm Taf University Health Board",32,1204,143,1379,1,18,8,27
2020-09-11,"Aneurin Bevan University Health Board",37,1234,359,1630,3,9,20,32
2020-09-11,"Powys Teaching Health Board",3,139,31,173,0,0,0,0
2020-09-11,"Velindre University NHS Trust",0,26,4,30,0,0,0,0
2020-09-11,"Wales",291,7344,1314,8949,7,134,106,247
2020-09-12,"Betsi Cadwaladr University Health Board",80,1570,250,1900,0,23,26,49
2020-09-12,"Hywel Dda University Health Board",17,898,112,1027,1,18,13,32
2020-09-12,"Abertawe Bro Morgannwg University Health Board",24,1143,82,1249,0,17,12,29
2020-09-12,"Cardiff and Vale University Health Board",62,1133,344,1539,3,43,33,79
2020-09-12,"Cwm Taf University Health Board",32,1178,165,1375,1,17,9,27
2020-09-12,"Aneurin Bevan University Health Board",65,1185,380,1630,3,10,19,32
2020-09-12,"Powys Teaching Health Board",5,142,23,170,0,0,0,0
2020-09-12,"Velindre University NHS Trust",0,26,4,30,0,0,0,0
2020-09-12,"Wales",285,7275,1360,8920,8,128,112,248
2020-09-13,"Betsi Cadwaladr University Health Board",30,1633,230,1893,0,21,28,49
2020-09-13,"Hywel Dda University Health Board",11,933,85,1029,1,19,12,32
2020-09-13,"Abertawe Bro Morgannwg University Health Board",19,1148,85,1252,1,18,10,29
2020-09-13,"Cardiff and Vale University Health Board",49,1160,330,1539,1,45,33,79
2020-09-13,"Cwm Taf University Health Board",31,1181,163,1375,2,16,9,27
2020-09-13,"Aneurin Bevan University Health Board",73,1213,344,1630,6,9,17,32
2020-09-13,"Powys Teaching Health Board",5,144,21,170,0,0,0,0
2020-09-13,"Velindre University NHS Trust",0,25,5,30,0,0,0,0
2020-09-13,"Wales",218,7437,1263,8918,11,128,109,248
2020-09-14,"Betsi Cadwaladr University Health Board",74,1582,261,1917,1,19,29,49
2020-09-14,"Hywel Dda University Health Board",17,906,110,1033,1,17,14,32
2020-09-14,"Abertawe Bro Morgannwg University Health Board",13,1184,55,1252,1,18,10,29
2020-09-14,"Cardiff and Vale University Health Board",57,1205,277,1539,0,45,34,79
2020-09-14,"Cwm Taf University Health Board",27,1213,136,1376,2,16,9,27
2020-09-14,"Aneurin Bevan University Health Board",62,1235,333,1630,5,11,16,32
2020-09-14,"Powys Teaching Health Board",3,144,23,170,0,0,0,0
2020-09-14,"Velindre University NHS Trust",0,21,9,30,0,0,0,0
2020-09-14,"Wales",253,7490,1204,8947,10,126,112,248
2020-09-15,"Betsi Cadwaladr University Health Board",67,1572,269,1908,1,17,31,49
2020-09-15,"Hywel Dda University Health Board",14,917,110,1041,0,20,12,32
2020-09-15,"Abertawe Bro Morgannwg University Health Board",15,1161,76,1252,1,19,9,29
2020-09-15,"Cardiff and Vale University Health Board",64,1211,264,1539,1,48,30,79
2020-09-15,"Cwm Taf University Health Board",51,1215,111,1377,2,20,5,27
2020-09-15,"Aneurin Bevan University Health Board",46,1260,324,1630,1,16,15,32
2020-09-15,"Powys Teaching Health Board",3,142,25,170,0,0,0,0
2020-09-15,"Velindre University NHS Trust",0,24,6,30,0,0,0,0
2020-09-15,"Wales",260,7502,1185,8947,6,140,102,248
2020-09-16,"Betsi Cadwaladr University Health Board",95,1509,288,1892,1,23,25,49
2020-09-16,"Hywel Dda University Health Board",20,895,126,1041,0,19,13,32
2020-09-16,"Abertawe Bro Morgannwg University Health Board",16,1181,55,1252,3,15,11,29
2020-09-16,"Cardiff and Vale University Health Board",63,1196,280,1539,0,48,31,79
2020-09-16,"Cwm Taf University Health Board",49,1213,117,1379,1,20,6,27
2020-09-16,"Aneurin Bevan University Health Board",65,1216,349,1630,4,13,15,32
2020-09-16,"Powys Teaching Health Board",2,144,24,170,0,0,0,0
2020-09-16,"Velindre University NHS Trust",0,21,9,30,0,0,0,0
2020-09-16,"Wales",310,7375,1248,8933,9,138,101,248
2020-09-17,"Betsi Cadwaladr University Health Board",75,1529,289,1893,2,21,26,49
2020-09-17,"Hywel Dda University Health Board",10,902,129,1041,0,13,19,32
2020-09-17,"Abertawe Bro Morgannwg University Health Board",10,1189,53,1252,1,15,13,29
2020-09-17,"Cardiff and Vale University Health Board",76,1192,271,1539,0,42,37,79
2020-09-17,"Cwm Taf University Health Board",56,1218,107,1381,4,20,3,27
2020-09-17,"Aneurin Bevan University Health Board",48,1240,342,1630,4,11,17,32
2020-09-17,"Powys Teaching Health Board",2,143,25,170,0,0,0,0
2020-09-17,"Velindre University NHS Trust",0,21,9,30,0,0,0,0
2020-09-17,"Wales",277,7434,1225,8936,11,122,115,248
2020-09-18,"Betsi Cadwaladr University Health Board",72,1565,242,1879,1,28,20,49
2020-09-18,"Hywel Dda University Health Board",9,920,112,1041,0,11,21,32
2020-09-18,"Abertawe Bro Morgannwg University Health Board",7,1189,56,1252,1,17,11,29
2020-09-18,"Cardiff and Vale University Health Board",65,1217,257,1539,1,39,39,79
2020-09-18,"Cwm Taf University Health Board",71,1217,62,1350,8,18,2,28
2020-09-18,"Aneurin Bevan University Health Board",30,1211,389,1630,4,12,16,32
2020-09-18,"Powys Teaching Health Board",1,145,24,170,0,0,0,0
2020-09-18,"Velindre University NHS Trust",0,19,11,30,0,0,0,0
2020-09-18,"Wales",255,7483,1153,8891,15,125,109,249
2020-09-19,"Betsi Cadwaladr University Health Board",78,1552,275,1905,4,26,19,49
2020-09-19,"Hywel Dda University Health Board",10,906,125,1041,0,16,16,32
2020-09-19,"Abertawe Bro Morgannwg University Health Board",12,1141,100,1253,1,17,11,29
2020-09-19,"Cardiff and Vale University Health Board",54,1204,281,1539,0,39,40,79
2020-09-19,"Cwm Taf University Health Board",68,1200,68,1336,3,18,6,27
2020-09-19,"Aneurin Bevan University Health Board",32,1173,425,1630,1,11,20,32
2020-09-19,"Powys Teaching Health Board",1,149,20,170,0,0,0,0
2020-09-19,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-09-19,"Wales",255,7341,1308,8904,9,127,112,248
2020-09-20,"Betsi Cadwaladr University Health Board",94,1554,257,1905,4,27,18,49
2020-09-20,"Hywel Dda University Health Board",12,891,138,1041,0,17,15,32
2020-09-20,"Abertawe Bro Morgannwg University Health Board",19,1114,120,1253,0,15,14,29
2020-09-20,"Cardiff and Vale University Health Board",45,1199,295,1539,0,46,33,79
2020-09-20,"Cwm Taf University Health Board",67,1193,77,1337,6,15,6,27
2020-09-20,"Aneurin Bevan University Health Board",32,1173,425,1630,1,10,21,32
2020-09-20,"Powys Teaching Health Board",1,148,21,170,0,0,0,0
2020-09-20,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-09-20,"Wales",270,7288,1347,8905,11,130,107,248
2020-09-21,"Betsi Cadwaladr University Health Board",88,1602,206,1896,3,24,22,49
2020-09-21,"Hywel Dda University Health Board",15,930,96,1041,0,20,12,32
2020-09-21,"Abertawe Bro Morgannwg University Health Board",17,1136,100,1253,0,16,13,29
2020-09-21,"Cardiff and Vale University Health Board",73,1233,233,1539,2,45,32,79
2020-09-21,"Cwm Taf University Health Board",80,1159,88,1327,7,16,4,27
2020-09-21,"Aneurin Bevan University Health Board",51,1192,387,1630,4,11,17,32
2020-09-21,"Powys Teaching Health Board",1,148,21,170,0,0,0,0
2020-09-21,"Velindre University NHS Trust",1,15,14,30,0,0,0,0
2020-09-21,"Wales",326,7415,1145,8886,16,132,100,248
2020-09-22,"Betsi Cadwaladr University Health Board",108,1516,274,1898,4,20,25,49
2020-09-22,"Hywel Dda University Health Board",22,897,117,1036,1,13,18,32
2020-09-22,"Abertawe Bro Morgannwg University Health Board",13,1149,91,1253,1,17,11,29
2020-09-22,"Cardiff and Vale University Health Board",63,1219,257,1539,2,42,35,79
2020-09-22,"Cwm Taf University Health Board",76,1097,191,1364,7,16,12,35
2020-09-22,"Aneurin Bevan University Health Board",39,1214,377,1630,3,17,12,32
2020-09-22,"Powys Teaching Health Board",4,141,25,170,0,0,0,0
2020-09-22,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-09-22,"Wales",325,7249,1346,8920,18,125,113,256
2020-09-23,"Betsi Cadwaladr University Health Board",93,1561,244,1898,3,23,23,49
2020-09-23,"Hywel Dda University Health Board",20,901,121,1042,0,18,14,32
2020-09-23,"Abertawe Bro Morgannwg University Health Board",11,1178,64,1253,2,18,9,29
2020-09-23,"Cardiff and Vale University Health Board",65,1196,278,1539,1,39,39,79
2020-09-23,"Cwm Taf University Health Board",128,1129,76,1333,8,15,16,39
2020-09-23,"Aneurin Bevan University Health Board",71,1145,414,1630,7,13,12,32
2020-09-23,"Powys Teaching Health Board",4,147,19,170,0,0,0,0
2020-09-23,"Velindre University NHS Trust",0,15,15,30,0,0,0,0
2020-09-23,"Wales",392,7272,1231,8895,21,126,113,260
2020-09-24,"Betsi Cadwaladr University Health Board",89,1564,233,1886,4,24,21,49
2020-09-24,"Hywel Dda University Health Board",9,923,110,1042,0,18,14,32
2020-09-24,"Abertawe Bro Morgannwg University Health Board",11,1128,115,1254,1,18,10,29
2020-09-24,"Cardiff and Vale University Health Board",63,1211,265,1539,0,38,41,79
2020-09-24,"Cwm Taf University Health Board",98,1058,170,1326,10,13,16,39
2020-09-24,"Aneurin Bevan University Health Board",61,1166,403,1630,4,15,13,32
2020-09-24,"Powys Teaching Health Board",2,148,20,170,0,0,0,0
2020-09-24,"Velindre University NHS Trust",0,17,13,30,0,0,0,0
2020-09-24,"Wales",333,7215,1329,8877,19,126,115,260
2020-09-25,"Betsi Cadwaladr University Health Board",93,1554,257,1904,4,21,24,49
2020-09-25,"Hywel Dda University Health Board",16,910,112,1038,0,20,12,32
2020-09-25,"Abertawe Bro Morgannwg University Health Board",11,1146,97,1254,1,19,9,29
2020-09-25,"Cardiff and Vale University Health Board",76,1168,295,1539,2,33,44,79
2020-09-25,"Cwm Taf University Health Board",97,1142,88,1327,10,12,17,39
2020-09-25,"Aneurin Bevan University Health Board",83,1121,426,1630,2,18,12,32
2020-09-25,"Powys Teaching Health Board",1,150,19,170,0,0,0,0
2020-09-25,"Velindre University NHS Trust",0,20,10,30,0,0,0,0
2020-09-25,"Wales",377,7211,1304,8892,19,123,118,260
2020-09-26,"Betsi Cadwaladr University Health Board",93,1537,269,1899,5,26,18,49
2020-09-26,"Hywel Dda University Health Board",22,908,108,1038,0,20,12,32
2020-09-26,"Abertawe Bro Morgannwg University Health Board",11,1076,168,1255,1,19,9,29
2020-09-26,"Cardiff and Vale University Health Board",79,1118,342,1539,3,38,38,79
2020-09-26,"Cwm Taf University Health Board",95,1073,154,1322,9,12,14,35
2020-09-26,"Aneurin Bevan University Health Board",80,1120,430,1630,4,15,13,32
2020-09-26,"Powys Teaching Health Board",1,146,23,170,0,0,0,0
2020-09-26,"Velindre University NHS Trust",0,12,18,30,0,0,0,0
2020-09-26,"Wales",381,6990,1512,8883,22,130,104,256
2020-09-27,"Betsi Cadwaladr University Health Board",64,1577,258,1899,4,25,20,49
2020-09-27,"Hywel Dda University Health Board",12,936,90,1038,1,19,12,32
2020-09-27,"Abertawe Bro Morgannwg University Health Board",11,1112,132,1255,1,17,11,29
2020-09-27,"Cardiff and Vale University Health Board",69,1113,357,1539,4,35,40,79
2020-09-27,"Cwm Taf University Health Board",133,1102,114,1349,11,14,10,35
2020-09-27,"Aneurin Bevan University Health Board",138,1073,419,1630,5,12,15,32
2020-09-27,"Powys Teaching Health Board",2,145,23,170,0,0,0,0
2020-09-27,"Velindre University NHS Trust",0,12,18,30,0,0,0,0
2020-09-27,"Wales",429,7070,1411,8910,26,122,108,256
2020-09-28,"Betsi Cadwaladr University Health Board",54,1664,182,1900,4,25,20,49
2020-09-28,"Hywel Dda University Health Board",22,919,97,1038,0,20,12,32
2020-09-28,"Abertawe Bro Morgannwg University Health Board",13,1131,112,1256,1,15,13,29
2020-09-28,"Cardiff and Vale University Health Board",65,1168,306,1539,3,33,43,79
2020-09-28,"Cwm Taf University Health Board",204,936,181,1321,17,12,10,39
2020-09-28,"Aneurin Bevan University Health Board",117,1142,371,1630,5,15,12,32
2020-09-28,"Powys Teaching Health Board",3,144,23,170,0,0,0,0
2020-09-28,"Velindre University NHS Trust",0,12,18,30,0,0,0,0
2020-09-28,"Wales",478,7116,1290,8884,30,120,110,260
2020-09-29,"Betsi Cadwaladr University Health Board",54,1643,211,1908,5,26,18,49
2020-09-29,"Hywel Dda University Health Board",20,934,84,1038,1,22,9,32
2020-09-29,"Abertawe Bro Morgannwg University Health Board",16,1147,93,1256,3,15,11,29
2020-09-29,"Cardiff and Vale University Health Board",75,1200,264,1539,3,35,41,79
2020-09-29,"Cwm Taf University Health Board",214,996,120,1330,15,15,9,39
2020-09-29,"Aneurin Bevan University Health Board",134,1123,373,1630,7,15,10,32
2020-09-29,"Powys Teaching Health Board",3,142,25,170,0,0,0,0
2020-09-29,"Velindre University NHS Trust",0,16,14,30,0,0,0,0
2020-09-29,"Wales",516,7201,1184,8901,34,128,98,260
2020-09-30,"Betsi Cadwaladr University Health Board",58,1574,275,1907,4,22,23,49
2020-09-30,"Hywel Dda University Health Board",17,930,90,1037,1,22,9,32
2020-09-30,"Abertawe Bro Morgannwg University Health Board",12,1127,117,1256,4,15,10,29
2020-09-30,"Cardiff and Vale University Health Board",91,1181,267,1539,4,34,41,79
2020-09-30,"Cwm Taf University Health Board",156,1069,122,1347,11,18,10,39
2020-09-30,"Aneurin Bevan University Health Board",166,1099,365,1630,5,14,13,32
2020-09-30,"Powys Teaching Health Board",3,139,28,170,0,0,0,0
2020-09-30,"Velindre University NHS Trust",0,16,6,22,0,0,0,0
2020-09-30,"Wales",503,7135,1270,8908,29,125,106,260
2020-10-01,"Betsi Cadwaladr University Health Board",73,1548,272,1893,5,23,21,49
2020-10-01,"Hywel Dda University Health Board",18,908,111,1037,1,19,12,32
2020-10-01,"Abertawe Bro Morgannwg University Health Board",15,1119,122,1256,3,15,11,29
2020-10-01,"Cardiff and Vale University Health Board",97,1183,259,1539,6,37,36,79
2020-10-01,"Cwm Taf University Health Board",163,1081,138,1382,13,18,9,40
2020-10-01,"Aneurin Bevan University Health Board",155,1087,388,1630,4,15,13,32
2020-10-01,"Powys Teaching Health Board",3,144,23,170,0,0,0,0
2020-10-01,"Velindre University NHS Trust",0,17,5,22,0,0,0,0
2020-10-01,"Wales",524,7087,1318,8929,32,127,102,261
2020-10-02,"Betsi Cadwaladr University Health Board",65,1542,273,1880,6,23,20,49
2020-10-02,"Hywel Dda University Health Board",15,927,95,1037,1,19,12,32
2020-10-02,"Abertawe Bro Morgannwg University Health Board",17,1134,104,1255,2,19,8,29
2020-10-02,"Cardiff and Vale University Health Board",50,1203,286,1539,4,39,36,79
2020-10-02,"Cwm Taf University Health Board",172,1024,182,1378,10,17,12,39
2020-10-02,"Aneurin Bevan University Health Board",169,1106,359,1634,9,11,12,32
2020-10-02,"Powys Teaching Health Board",1,147,22,170,0,0,0,0
2020-10-02,"Velindre University NHS Trust",0,20,2,22,0,0,0,0
2020-10-02,"Wales",489,7103,1323,8915,32,128,100,260
2020-10-03,"Betsi Cadwaladr University Health Board",78,1539,257,1874,7,21,21,49
2020-10-03,"Hywel Dda University Health Board",16,947,74,1037,1,20,11,32
2020-10-03,"Abertawe Bro Morgannwg University Health Board",16,1085,151,1252,3,18,8,29
2020-10-03,"Cardiff and Vale University Health Board",60,1147,332,1539,4,38,37,79
2020-10-03,"Cwm Taf University Health Board",154,1001,207,1362,10,17,13,40
2020-10-03,"Aneurin Bevan University Health Board",113,1120,401,1634,5,13,14,32
2020-10-03,"Powys Teaching Health Board",4,147,18,169,0,0,0,0
2020-10-03,"Velindre University NHS Trust",1,16,5,22,0,0,0,0
2020-10-03,"Wales",442,7002,1445,8889,30,127,104,261
2020-10-04,"Betsi Cadwaladr University Health Board",85,1558,229,1872,6,22,21,49
2020-10-04,"Hywel Dda University Health Board",14,933,90,1037,1,18,13,32
2020-10-04,"Abertawe Bro Morgannwg University Health Board",13,1094,145,1252,3,18,8,29
2020-10-04,"Cardiff and Vale University Health Board",54,1176,309,1539,3,38,38,79
2020-10-04,"Cwm Taf University Health Board",164,991,207,1362,12,18,10,40
2020-10-04,"Aneurin Bevan University Health Board",177,1070,387,1634,5,15,12,32
2020-10-04,"Powys Teaching Health Board",3,148,18,169,0,0,0,0
2020-10-04,"Velindre University NHS Trust",0,13,9,22,0,0,0,0
2020-10-04,"Wales",510,6983,1394,8887,30,129,102,261
2020-10-05,"Betsi Cadwaladr University Health Board",67,1608,188,1863,6,24,19,49
2020-10-05,"Hywel Dda University Health Board",14,923,100,1037,2,19,11,32
2020-10-05,"Abertawe Bro Morgannwg University Health Board",27,1114,111,1252,3,18,8,29
2020-10-05,"Cardiff and Vale University Health Board",63,1224,252,1539,6,35,38,79
2020-10-05,"Cwm Taf University Health Board",165,1012,146,1323,11,14,14,39
2020-10-05,"Aneurin Bevan University Health Board",187,1088,359,1634,4,15,13,32
2020-10-05,"Powys Teaching Health Board",1,150,18,169,0,0,0,0
2020-10-05,"Velindre University NHS Trust",1,12,9,22,0,0,0,0
2020-10-05,"Wales",525,7131,1183,8839,32,125,103,260
2020-10-06,"Betsi Cadwaladr University Health Board",73,1554,261,1888,4,27,17,48
2020-10-06,"Hywel Dda University Health Board",15,941,82,1038,1,17,14,32
2020-10-06,"Abertawe Bro Morgannwg University Health Board",32,1130,93,1255,2,17,10,29
2020-10-06,"Cardiff and Vale University Health Board",65,1231,243,1539,5,37,37,79
2020-10-06,"Cwm Taf University Health Board",148,984,163,1295,9,15,15,39
2020-10-06,"Aneurin Bevan University Health Board",110,1163,361,1634,7,13,12,32
2020-10-06,"Powys Teaching Health Board",1,145,23,169,0,0,0,0
2020-10-06,"Velindre University NHS Trust",1,20,1,22,0,0,0,0
2020-10-06,"Wales",445,7168,1227,8840,28,126,105,259
2020-10-07,"Betsi Cadwaladr University Health Board",80,1594,225,1899,5,31,13,49
2020-10-07,"Hywel Dda University Health Board",14,918,107,1039,2,19,11,32
2020-10-07,"Abertawe Bro Morgannwg University Health Board",35,1140,80,1255,2,17,10,29
2020-10-07,"Cardiff and Vale University Health Board",85,1218,236,1539,3,41,35,79
2020-10-07,"Cwm Taf University Health Board",164,991,148,1303,9,14,16,39
2020-10-07,"Aneurin Bevan University Health Board",149,1092,393,1634,6,13,13,32
2020-10-07,"Powys Teaching Health Board",3,142,23,168,0,0,0,0
2020-10-07,"Velindre University NHS Trust",1,15,6,22,0,0,0,0
2020-10-07,"Wales",531,7110,1218,8859,27,135,98,260
2020-10-08,"Betsi Cadwaladr University Health Board",76,1589,230,1895,5,32,12,49
2020-10-08,"Hywel Dda University Health Board",13,913,113,1039,0,17,15,32
2020-10-08,"Abertawe Bro Morgannwg University Health Board",41,1134,79,1254,2,17,10,29
2020-10-08,"Cardiff and Vale University Health Board",83,1204,252,1539,2,41,36,79
2020-10-08,"Cwm Taf University Health Board",178,928,151,1257,9,13,17,39
2020-10-08,"Aneurin Bevan University Health Board",156,1101,377,1634,8,12,12,32
2020-10-08,"Powys Teaching Health Board",3,145,20,168,0,0,0,0
2020-10-08,"Velindre University NHS Trust",1,14,7,22,0,0,0,0
2020-10-08,"Wales",551,7028,1229,8808,26,132,102,260
2020-10-09,"Betsi Cadwaladr University Health Board",75,1591,254,1920,6,28,15,49
2020-10-09,"Hywel Dda University Health Board",10,902,127,1039,0,17,15,32
2020-10-09,"Abertawe Bro Morgannwg University Health Board",29,1102,142,1273,5,16,8,29
2020-10-09,"Cardiff and Vale University Health Board",82,1202,255,1539,5,39,35,79
2020-10-09,"Cwm Taf University Health Board",185,925,149,1259,9,14,17,40
2020-10-09,"Aneurin Bevan University Health Board",161,1111,362,1634,7,12,13,32
2020-10-09,"Powys Teaching Health Board",4,146,19,169,0,0,0,0
2020-10-09,"Velindre University NHS Trust",1,12,9,22,0,0,0,0
2020-10-09,"Wales",547,6991,1317,8855,32,126,103,261
2020-10-10,"Betsi Cadwaladr University Health Board",100,1554,256,1910,6,21,20,47
2020-10-10,"Hywel Dda University Health Board",21,914,100,1035,1,12,19,32
2020-10-10,"Abertawe Bro Morgannwg University Health Board",32,1172,69,1273,5,16,8,29
2020-10-10,"Cardiff and Vale University Health Board",79,1138,322,1539,2,44,33,79
2020-10-10,"Cwm Taf University Health Board",207,924,116,1247,9,14,17,40
2020-10-10,"Aneurin Bevan University Health Board",208,1021,405,1634,6,10,16,32
2020-10-10,"Powys Teaching Health Board",1,150,18,169,0,0,0,0
2020-10-10,"Velindre University NHS Trust",1,9,12,22,0,0,0,0
2020-10-10,"Wales",649,6882,1298,8829,29,117,113,259
2020-10-11,"Betsi Cadwaladr University Health Board",89,1559,266,1914,6,23,18,47
2020-10-11,"Hywel Dda University Health Board",13,929,97,1039,0,13,19,32
2020-10-11,"Abertawe Bro Morgannwg University Health Board",42,1058,174,1274,5,16,8,29
2020-10-11,"Cardiff and Vale University Health Board",75,1142,322,1539,2,42,35,79
2020-10-11,"Cwm Taf University Health Board",217,933,118,1268,9,15,15,39
2020-10-11,"Aneurin Bevan University Health Board",163,1079,392,1634,7,13,12,32
2020-10-11,"Powys Teaching Health Board",3,151,15,169,0,0,0,0
2020-10-11,"Velindre University NHS Trust",1,10,11,22,0,0,0,0
2020-10-11,"Wales",603,6861,1395,8859,29,122,107,258
2020-10-12,"Betsi Cadwaladr University Health Board",79,1621,215,1915,5,22,20,47
2020-10-12,"Hywel Dda University Health Board",19,897,115,1031,2,15,15,32
2020-10-12,"Abertawe Bro Morgannwg University Health Board",46,1077,151,1274,5,16,8,29
2020-10-12,"Cardiff and Vale University Health Board",88,1176,275,1539,2,45,32,79
2020-10-12,"Cwm Taf University Health Board",228,907,138,1273,8,15,16,39
2020-10-12,"Aneurin Bevan University Health Board",170,1111,353,1634,8,9,15,32
2020-10-12,"Powys Teaching Health Board",3,151,13,167,0,0,0,0
2020-10-12,"Velindre University NHS Trust",1,10,11,22,0,0,0,0
2020-10-12,"Wales",634,6950,1271,8855,30,122,106,258
2020-10-13,"Betsi Cadwaladr University Health Board",84,1596,233,1913,6,22,19,47
2020-10-13,"Hywel Dda University Health Board",21,934,76,1031,0,17,15,32
2020-10-13,"Abertawe Bro Morgannwg University Health Board",63,1070,145,1278,4,16,9,29
2020-10-13,"Cardiff and Vale University Health Board",85,1172,282,1539,3,46,30,79
2020-10-13,"Cwm Taf University Health Board",231,936,142,1309,6,15,18,39
2020-10-13,"Aneurin Bevan University Health Board",193,1081,360,1634,6,11,15,32
2020-10-13,"Powys Teaching Health Board",3,149,15,167,0,0,0,0
2020-10-13,"Velindre University NHS Trust",2,13,7,22,0,0,0,0
2020-10-13,"Wales",682,6951,1260,8893,25,127,106,258
2020-10-14,"Betsi Cadwaladr University Health Board",115,1521,271,1907,6,22,19,47
2020-10-14,"Hywel Dda University Health Board",20,946,65,1031,0,18,14,32
2020-10-14,"Abertawe Bro Morgannwg University Health Board",73,1050,155,1278,6,15,8,29
2020-10-14,"Cardiff and Vale University Health Board",93,1174,272,1539,3,44,32,79
2020-10-14,"Cwm Taf University Health Board",247,903,127,1277,7,14,18,39
2020-10-14,"Aneurin Bevan University Health Board",209,1041,384,1634,7,14,11,32
2020-10-14,"Powys Teaching Health Board",2,152,13,167,0,0,0,0
2020-10-14,"Velindre University NHS Trust",2,16,4,22,0,0,0,0
2020-10-14,"Wales",761,6803,1291,8855,29,127,102,258
2020-10-15,"Betsi Cadwaladr University Health Board",106,1514,287,1907,4,24,19,47
2020-10-15,"Hywel Dda University Health Board",24,903,104,1031,0,19,13,32
2020-10-15,"Abertawe Bro Morgannwg University Health Board",81,1023,175,1279,5,15,9,29
2020-10-15,"Cardiff and Vale University Health Board",95,1190,254,1539,3,41,35,79
2020-10-15,"Cwm Taf University Health Board",265,905,139,1309,7,9,23,39
2020-10-15,"Aneurin Bevan University Health Board",221,1029,384,1634,11,10,11,32
2020-10-15,"Powys Teaching Health Board",2,150,15,167,0,0,0,0
2020-10-15,"Velindre University NHS Trust",1,16,5,22,0,0,0,0
2020-10-15,"Wales",795,6730,1363,8888,30,118,110,258
2020-10-16,"Betsi Cadwaladr University Health Board",87,1517,322,1926,7,24,14,45
2020-10-16,"Hywel Dda University Health Board",26,881,124,1031,0,19,13,32
2020-10-16,"Abertawe Bro Morgannwg University Health Board",70,1042,171,1283,5,13,11,29
2020-10-16,"Cardiff and Vale University Health Board",101,1189,249,1539,4,43,32,79
2020-10-16,"Cwm Taf University Health Board",262,931,228,1421,7,15,17,39
2020-10-16,"Aneurin Bevan University Health Board",197,1046,388,1631,9,13,10,32
2020-10-16,"Powys Teaching Health Board",0,151,14,165,0,0,0,0
2020-10-16,"Velindre University NHS Trust",1,19,2,22,0,0,0,0
2020-10-16,"Wales",744,6776,1498,9018,32,127,97,256
2020-10-17,"Betsi Cadwaladr University Health Board",87,1502,337,1926,6,24,6,36
2020-10-17,"Hywel Dda University Health Board",27,921,85,1033,0,14,18,32
2020-10-17,"Abertawe Bro Morgannwg University Health Board",88,1046,149,1283,6,22,1,29
2020-10-17,"Cardiff and Vale University Health Board",97,1147,295,1539,5,42,32,79
2020-10-17,"Cwm Taf University Health Board",260,881,257,1398,7,16,16,39
2020-10-17,"Aneurin Bevan University Health Board",222,996,413,1631,11,13,8,32
2020-10-17,"Powys Teaching Health Board",1,146,15,162,0,0,0,0
2020-10-17,"Velindre University NHS Trust",2,16,4,22,0,0,0,0
2020-10-17,"Wales",784,6655,1555,8994,35,131,81,247
2020-10-18,"Betsi Cadwaladr University Health Board",102,1519,305,1926,6,22,13,41
2020-10-18,"Hywel Dda University Health Board",30,915,91,1036,1,15,16,32
2020-10-18,"Abertawe Bro Morgannwg University Health Board",104,1108,71,1283,7,10,12,29
2020-10-18,"Cardiff and Vale University Health Board",104,1132,303,1539,5,42,32,79
2020-10-18,"Cwm Taf University Health Board",258,925,200,1383,11,15,13,39
2020-10-18,"Aneurin Bevan University Health Board",216,1024,391,1631,10,9,13,32
2020-10-18,"Powys Teaching Health Board",1,145,16,162,0,0,0,0
2020-10-18,"Velindre University NHS Trust",0,12,10,22,0,0,0,0
2020-10-18,"Wales",815,6780,1387,8982,40,113,99,252
2020-10-19,"Betsi Cadwaladr University Health Board",119,1540,205,1864,6,22,14,42
2020-10-19,"Hywel Dda University Health Board",30,880,132,1042,0,15,14,29
2020-10-19,"Abertawe Bro Morgannwg University Health Board",100,977,207,1284,7,30,17,54
2020-10-19,"Cardiff and Vale University Health Board",87,1241,211,1539,5,33,51,89
