"date","health_board","lockdown_status","hosp_type","covid_status","count"
2020-05-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",96
2020-05-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-05-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",66
2020-05-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",25
2020-05-30,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,583
2020-05-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,658
2020-05-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",77
2020-05-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-05-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",56
2020-05-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-05-31,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,581
2020-06-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,689
2020-06-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",73
2020-06-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",53
2020-06-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-06-01,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,616
2020-06-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,640
2020-06-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",64
2020-06-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",40
2020-06-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",19
2020-06-02,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,576
2020-06-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,661
2020-06-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",68
2020-06-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-06-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",34
2020-06-03,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,593
2020-06-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,648
2020-06-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",79
2020-06-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-06-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",42
2020-06-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",30
2020-06-04,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,569
2020-06-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,645
2020-06-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",94
2020-06-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-06-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",51
2020-06-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",36
2020-06-05,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,551
2020-06-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,621
2020-06-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",106
2020-06-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",7
2020-06-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",68
2020-06-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",31
2020-06-06,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,515
2020-06-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,626
2020-06-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",85
2020-06-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",71
2020-06-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",9
2020-06-07,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,541
2020-06-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,666
2020-06-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",48
2020-06-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",29
2020-06-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-06-08,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,618
2020-06-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,686
2020-06-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",50
2020-06-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",26
2020-06-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",19
2020-06-09,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,636
2020-06-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,678
2020-06-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",45
2020-06-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",24
2020-06-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-06-10,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,633
2020-06-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,684
2020-06-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",44
2020-06-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",24
2020-06-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",15
2020-06-11,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,640
2020-06-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,705
2020-06-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",48
2020-06-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-06-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",23
2020-06-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",21
2020-06-12,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,657
2020-06-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,674
2020-06-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",48
2020-06-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-06-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",20
2020-06-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",24
2020-06-13,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,626
2020-06-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,692
2020-06-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",45
2020-06-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-06-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",20
2020-06-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",21
2020-06-14,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,647
2020-06-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,703
2020-06-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",43
2020-06-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",17
2020-06-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",21
2020-06-15,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,660
2020-06-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,699
2020-06-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",44
2020-06-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",17
2020-06-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",22
2020-06-16,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,655
2020-06-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,705
2020-06-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",44
2020-06-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-06-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",17
2020-06-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",23
2020-06-17,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,661
2020-06-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,698
2020-06-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",34
2020-06-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-06-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",16
2020-06-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",14
2020-06-18,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,664
2020-06-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,703
2020-06-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",37
2020-06-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",4
2020-06-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",17
2020-06-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",16
2020-06-19,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,666
2020-06-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,728
2020-06-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",45
2020-06-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",5
2020-06-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",17
2020-06-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",23
2020-06-20,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,683
2020-06-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,731
2020-06-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",49
2020-06-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-06-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",21
2020-06-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",27
2020-06-21,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,682
2020-06-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,758
2020-06-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",63
2020-06-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",1
2020-06-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",38
2020-06-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",24
2020-06-22,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","NonC19",NA,695
2020-06-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","All",NA,738
2020-06-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19","All",41
2020-06-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Con","Confirmed",0
2020-06-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Rec","Recovering",18
2020-06-23,"Abertawe Bro Morgannwg University Health Board","No local lockdowns","C19_Sus","Suspected",23
