"date","health_board","admission_type","count"
2020-04-22,"Cwm Taf University Health Board","NonC19",58
2020-04-22,"Cwm Taf University Health Board","All",78
2020-04-22,"Aneurin Bevan University Health Board","C19",23
2020-04-22,"Aneurin Bevan University Health Board","NonC19",156
2020-04-22,"Aneurin Bevan University Health Board","All",179
2020-04-22,"Velindre University NHS Trust","C19",0
2020-04-22,"Velindre University NHS Trust","NonC19",6
2020-04-22,"Velindre University NHS Trust","All",6
2020-04-22,"Wales","C19",127
2020-04-22,"Wales","NonC19",643
2020-04-22,"Wales","All",770
2020-04-23,"Betsi Cadwaladr University Health Board","C19",31
2020-04-23,"Betsi Cadwaladr University Health Board","NonC19",145
2020-04-23,"Betsi Cadwaladr University Health Board","All",176
2020-04-23,"Hywel Dda University Health Board","C19",14
2020-04-23,"Hywel Dda University Health Board","NonC19",53
2020-04-23,"Hywel Dda University Health Board","All",67
2020-04-23,"Abertawe Bro Morgannwg University Health Board","C19",18
2020-04-23,"Abertawe Bro Morgannwg University Health Board","NonC19",49
2020-04-23,"Abertawe Bro Morgannwg University Health Board","All",67
2020-04-23,"Cardiff and Vale University Health Board","C19",23
2020-04-23,"Cardiff and Vale University Health Board","NonC19",166
2020-04-23,"Cardiff and Vale University Health Board","All",189
2020-04-23,"Cwm Taf University Health Board","C19",22
2020-04-23,"Cwm Taf University Health Board","NonC19",54
2020-04-23,"Cwm Taf University Health Board","All",76
2020-04-23,"Aneurin Bevan University Health Board","C19",29
2020-04-23,"Aneurin Bevan University Health Board","NonC19",165
2020-04-23,"Aneurin Bevan University Health Board","All",194
2020-04-23,"Powys Teaching Health Board","C19",0
2020-04-23,"Powys Teaching Health Board","NonC19",3
2020-04-23,"Powys Teaching Health Board","All",3
2020-04-23,"Velindre University NHS Trust","C19",0
2020-04-23,"Velindre University NHS Trust","NonC19",7
2020-04-23,"Velindre University NHS Trust","All",7
2020-04-23,"Wales","C19",137
2020-04-23,"Wales","NonC19",642
2020-04-23,"Wales","All",779
2020-04-24,"Betsi Cadwaladr University Health Board","C19",38
2020-04-24,"Betsi Cadwaladr University Health Board","NonC19",112
2020-04-24,"Betsi Cadwaladr University Health Board","All",150
2020-04-24,"Hywel Dda University Health Board","C19",9
2020-04-24,"Hywel Dda University Health Board","NonC19",58
2020-04-24,"Hywel Dda University Health Board","All",67
2020-04-24,"Abertawe Bro Morgannwg University Health Board","C19",23
2020-04-24,"Abertawe Bro Morgannwg University Health Board","NonC19",53
2020-04-24,"Abertawe Bro Morgannwg University Health Board","All",76
2020-04-24,"Cardiff and Vale University Health Board","C19",30
2020-04-24,"Cardiff and Vale University Health Board","NonC19",180
2020-04-24,"Cardiff and Vale University Health Board","All",210
2020-04-24,"Cwm Taf University Health Board","C19",24
2020-04-24,"Cwm Taf University Health Board","NonC19",68
2020-04-24,"Cwm Taf University Health Board","All",92
2020-04-24,"Aneurin Bevan University Health Board","C19",22
2020-04-24,"Aneurin Bevan University Health Board","NonC19",186
2020-04-24,"Aneurin Bevan University Health Board","All",208
2020-04-24,"Powys Teaching Health Board","C19",1
2020-04-24,"Powys Teaching Health Board","NonC19",3
2020-04-24,"Powys Teaching Health Board","All",4
2020-04-24,"Velindre University NHS Trust","C19",0
2020-04-24,"Velindre University NHS Trust","NonC19",6
2020-04-24,"Velindre University NHS Trust","All",6
2020-04-24,"Wales","C19",147
2020-04-24,"Wales","NonC19",666
2020-04-24,"Wales","All",813
2020-04-25,"Betsi Cadwaladr University Health Board","C19",30
2020-04-25,"Betsi Cadwaladr University Health Board","NonC19",118
2020-04-25,"Betsi Cadwaladr University Health Board","All",148
2020-04-25,"Hywel Dda University Health Board","C19",9
2020-04-25,"Hywel Dda University Health Board","NonC19",57
2020-04-25,"Hywel Dda University Health Board","All",66
2020-04-25,"Abertawe Bro Morgannwg University Health Board","C19",13
2020-04-25,"Abertawe Bro Morgannwg University Health Board","NonC19",45
2020-04-25,"Abertawe Bro Morgannwg University Health Board","All",58
2020-04-25,"Cardiff and Vale University Health Board","C19",22
2020-04-25,"Cardiff and Vale University Health Board","NonC19",116
2020-04-25,"Cardiff and Vale University Health Board","All",138
2020-04-25,"Cwm Taf University Health Board","C19",23
2020-04-25,"Cwm Taf University Health Board","NonC19",55
2020-04-25,"Cwm Taf University Health Board","All",78
2020-04-25,"Aneurin Bevan University Health Board","C19",28
2020-04-25,"Aneurin Bevan University Health Board","NonC19",144
2020-04-25,"Aneurin Bevan University Health Board","All",172
2020-04-25,"Powys Teaching Health Board","C19",1
2020-04-25,"Powys Teaching Health Board","NonC19",3
2020-04-25,"Powys Teaching Health Board","All",4
2020-04-25,"Velindre University NHS Trust","C19",0
2020-04-25,"Velindre University NHS Trust","NonC19",5
2020-04-25,"Velindre University NHS Trust","All",5
2020-04-25,"Wales","C19",126
2020-04-25,"Wales","NonC19",543
2020-04-25,"Wales","All",669
2020-04-26,"Betsi Cadwaladr University Health Board","C19",20
2020-04-26,"Betsi Cadwaladr University Health Board","NonC19",77
2020-04-26,"Betsi Cadwaladr University Health Board","All",97
2020-04-26,"Hywel Dda University Health Board","C19",7
2020-04-26,"Hywel Dda University Health Board","NonC19",68
2020-04-26,"Hywel Dda University Health Board","All",75
2020-04-26,"Abertawe Bro Morgannwg University Health Board","C19",24
2020-04-26,"Abertawe Bro Morgannwg University Health Board","NonC19",29
2020-04-26,"Abertawe Bro Morgannwg University Health Board","All",53
2020-04-26,"Cardiff and Vale University Health Board","C19",15
2020-04-26,"Cardiff and Vale University Health Board","NonC19",99
2020-04-26,"Cardiff and Vale University Health Board","All",114
2020-04-26,"Cwm Taf University Health Board","C19",14
2020-04-26,"Cwm Taf University Health Board","NonC19",31
2020-04-26,"Cwm Taf University Health Board","All",45
2020-04-26,"Aneurin Bevan University Health Board","C19",19
2020-04-26,"Aneurin Bevan University Health Board","NonC19",93
2020-04-26,"Aneurin Bevan University Health Board","All",112
2020-04-26,"Powys Teaching Health Board","C19",0
2020-04-26,"Powys Teaching Health Board","NonC19",0
2020-04-26,"Powys Teaching Health Board","All",0
2020-04-26,"Velindre University NHS Trust","C19",0
2020-04-26,"Velindre University NHS Trust","NonC19",8
2020-04-26,"Velindre University NHS Trust","All",8
2020-04-26,"Wales","C19",99
2020-04-26,"Wales","NonC19",405
2020-04-26,"Wales","All",504
2020-04-27,"Betsi Cadwaladr University Health Board","C19",15
2020-04-27,"Betsi Cadwaladr University Health Board","NonC19",73
2020-04-27,"Betsi Cadwaladr University Health Board","All",88
2020-04-27,"Hywel Dda University Health Board","C19",9
2020-04-27,"Hywel Dda University Health Board","NonC19",62
2020-04-27,"Hywel Dda University Health Board","All",71
2020-04-27,"Abertawe Bro Morgannwg University Health Board","C19",13
2020-04-27,"Abertawe Bro Morgannwg University Health Board","NonC19",48
2020-04-27,"Abertawe Bro Morgannwg University Health Board","All",61
2020-04-27,"Cardiff and Vale University Health Board","C19",19
2020-04-27,"Cardiff and Vale University Health Board","NonC19",108
2020-04-27,"Cardiff and Vale University Health Board","All",127
2020-04-27,"Cwm Taf University Health Board","C19",19
2020-04-27,"Cwm Taf University Health Board","NonC19",41
2020-04-27,"Cwm Taf University Health Board","All",60
2020-04-27,"Aneurin Bevan University Health Board","C19",20
2020-04-27,"Aneurin Bevan University Health Board","NonC19",97
2020-04-27,"Aneurin Bevan University Health Board","All",117
2020-04-27,"Powys Teaching Health Board","C19",0
2020-04-27,"Powys Teaching Health Board","NonC19",4
2020-04-27,"Powys Teaching Health Board","All",4
2020-04-27,"Velindre University NHS Trust","C19",0
2020-04-27,"Velindre University NHS Trust","NonC19",8
2020-04-27,"Velindre University NHS Trust","All",8
2020-04-27,"Wales","C19",95
2020-04-27,"Wales","NonC19",441
2020-04-27,"Wales","All",536
2020-04-28,"Betsi Cadwaladr University Health Board","C19",29
2020-04-28,"Betsi Cadwaladr University Health Board","NonC19",164
2020-04-28,"Betsi Cadwaladr University Health Board","All",193
2020-04-28,"Hywel Dda University Health Board","C19",19
2020-04-28,"Hywel Dda University Health Board","NonC19",67
2020-04-28,"Hywel Dda University Health Board","All",86
2020-04-28,"Abertawe Bro Morgannwg University Health Board","C19",16
2020-04-28,"Abertawe Bro Morgannwg University Health Board","NonC19",35
2020-04-28,"Abertawe Bro Morgannwg University Health Board","All",51
2020-04-28,"Cardiff and Vale University Health Board","C19",26
2020-04-28,"Cardiff and Vale University Health Board","NonC19",170
2020-04-28,"Cardiff and Vale University Health Board","All",196
2020-04-28,"Cwm Taf University Health Board","C19",22
2020-04-28,"Cwm Taf University Health Board","NonC19",80
2020-04-28,"Cwm Taf University Health Board","All",102
2020-04-28,"Aneurin Bevan University Health Board","C19",36
2020-04-28,"Aneurin Bevan University Health Board","NonC19",164
2020-04-28,"Aneurin Bevan University Health Board","All",200
2020-04-28,"Powys Teaching Health Board","C19",0
2020-04-28,"Powys Teaching Health Board","NonC19",3
2020-04-28,"Powys Teaching Health Board","All",3
2020-04-28,"Velindre University NHS Trust","C19",0
2020-04-28,"Velindre University NHS Trust","NonC19",1
2020-04-28,"Velindre University NHS Trust","All",1
2020-04-28,"Wales","C19",148
2020-04-28,"Wales","NonC19",684
2020-04-28,"Wales","All",832
2020-04-29,"Betsi Cadwaladr University Health Board","C19",28
2020-04-29,"Betsi Cadwaladr University Health Board","NonC19",128
2020-04-29,"Betsi Cadwaladr University Health Board","All",156
2020-04-29,"Hywel Dda University Health Board","C19",22
2020-04-29,"Hywel Dda University Health Board","NonC19",72
2020-04-29,"Hywel Dda University Health Board","All",94
2020-04-29,"Abertawe Bro Morgannwg University Health Board","C19",22
2020-04-29,"Abertawe Bro Morgannwg University Health Board","NonC19",55
2020-04-29,"Abertawe Bro Morgannwg University Health Board","All",77
2020-04-29,"Cardiff and Vale University Health Board","C19",24
2020-04-29,"Cardiff and Vale University Health Board","NonC19",194
2020-04-29,"Cardiff and Vale University Health Board","All",218
2020-04-29,"Cwm Taf University Health Board","C19",23
2020-04-29,"Cwm Taf University Health Board","NonC19",73
2020-04-29,"Cwm Taf University Health Board","All",96
2020-04-29,"Aneurin Bevan University Health Board","C19",17
2020-04-29,"Aneurin Bevan University Health Board","NonC19",194
2020-04-29,"Aneurin Bevan University Health Board","All",211
2020-04-29,"Powys Teaching Health Board","C19",0
2020-04-29,"Powys Teaching Health Board","NonC19",5
2020-04-29,"Powys Teaching Health Board","All",5
2020-04-29,"Velindre University NHS Trust","C19",0
2020-04-29,"Velindre University NHS Trust","NonC19",11
2020-04-29,"Velindre University NHS Trust","All",11
2020-04-29,"Wales","C19",136
2020-04-29,"Wales","NonC19",732
2020-04-29,"Wales","All",868
2020-04-30,"Betsi Cadwaladr University Health Board","C19",29
2020-04-30,"Betsi Cadwaladr University Health Board","NonC19",128
2020-04-30,"Betsi Cadwaladr University Health Board","All",157
2020-04-30,"Hywel Dda University Health Board","C19",22
2020-04-30,"Hywel Dda University Health Board","NonC19",68
2020-04-30,"Hywel Dda University Health Board","All",90
2020-04-30,"Abertawe Bro Morgannwg University Health Board","C19",12
2020-04-30,"Abertawe Bro Morgannwg University Health Board","NonC19",71
2020-04-30,"Abertawe Bro Morgannwg University Health Board","All",83
2020-04-30,"Cardiff and Vale University Health Board","C19",34
2020-04-30,"Cardiff and Vale University Health Board","NonC19",175
2020-04-30,"Cardiff and Vale University Health Board","All",209
2020-04-30,"Cwm Taf University Health Board","C19",26
2020-04-30,"Cwm Taf University Health Board","NonC19",72
2020-04-30,"Cwm Taf University Health Board","All",98
2020-04-30,"Aneurin Bevan University Health Board","C19",25
2020-04-30,"Aneurin Bevan University Health Board","NonC19",197
2020-04-30,"Aneurin Bevan University Health Board","All",222
2020-04-30,"Powys Teaching Health Board","C19",0
2020-04-30,"Powys Teaching Health Board","NonC19",2
2020-04-30,"Powys Teaching Health Board","All",2
2020-04-30,"Velindre University NHS Trust","C19",0
2020-04-30,"Velindre University NHS Trust","NonC19",4
2020-04-30,"Velindre University NHS Trust","All",4
2020-04-30,"Wales","C19",148
2020-04-30,"Wales","NonC19",717
2020-04-30,"Wales","All",865
2020-05-01,"Betsi Cadwaladr University Health Board","C19",35
2020-05-01,"Betsi Cadwaladr University Health Board","NonC19",130
2020-05-01,"Betsi Cadwaladr University Health Board","All",165
2020-05-01,"Hywel Dda University Health Board","C19",12
2020-05-01,"Hywel Dda University Health Board","NonC19",59
2020-05-01,"Hywel Dda University Health Board","All",71
2020-05-01,"Abertawe Bro Morgannwg University Health Board","C19",9
2020-05-01,"Abertawe Bro Morgannwg University Health Board","NonC19",67
2020-05-01,"Abertawe Bro Morgannwg University Health Board","All",76
2020-05-01,"Cardiff and Vale University Health Board","C19",18
2020-05-01,"Cardiff and Vale University Health Board","NonC19",141
2020-05-01,"Cardiff and Vale University Health Board","All",159
2020-05-01,"Cwm Taf University Health Board","C19",23
2020-05-01,"Cwm Taf University Health Board","NonC19",68
2020-05-01,"Cwm Taf University Health Board","All",91
2020-05-01,"Aneurin Bevan University Health Board","C19",25
2020-05-01,"Aneurin Bevan University Health Board","NonC19",200
2020-05-01,"Aneurin Bevan University Health Board","All",225
2020-05-01,"Powys Teaching Health Board","C19",0
2020-05-01,"Powys Teaching Health Board","NonC19",4
2020-05-01,"Powys Teaching Health Board","All",4
2020-05-01,"Velindre University NHS Trust","C19",0
2020-05-01,"Velindre University NHS Trust","NonC19",11
2020-05-01,"Velindre University NHS Trust","All",11
2020-05-01,"Wales","C19",122
2020-05-01,"Wales","NonC19",680
2020-05-01,"Wales","All",802
2020-05-02,"Betsi Cadwaladr University Health Board","C19",26
2020-05-02,"Betsi Cadwaladr University Health Board","NonC19",94
2020-05-02,"Betsi Cadwaladr University Health Board","All",120
2020-05-02,"Hywel Dda University Health Board","C19",19
2020-05-02,"Hywel Dda University Health Board","NonC19",79
2020-05-02,"Hywel Dda University Health Board","All",98
2020-05-02,"Abertawe Bro Morgannwg University Health Board","C19",23
2020-05-02,"Abertawe Bro Morgannwg University Health Board","NonC19",30
2020-05-02,"Abertawe Bro Morgannwg University Health Board","All",53
2020-05-02,"Cardiff and Vale University Health Board","C19",23
2020-05-02,"Cardiff and Vale University Health Board","NonC19",151
2020-05-02,"Cardiff and Vale University Health Board","All",174
2020-05-02,"Cwm Taf University Health Board","C19",33
2020-05-02,"Cwm Taf University Health Board","NonC19",68
2020-05-02,"Cwm Taf University Health Board","All",101
2020-05-02,"Aneurin Bevan University Health Board","C19",23
2020-05-02,"Aneurin Bevan University Health Board","NonC19",177
2020-05-02,"Aneurin Bevan University Health Board","All",200
2020-05-02,"Powys Teaching Health Board","C19",0
2020-05-02,"Powys Teaching Health Board","NonC19",4
2020-05-02,"Powys Teaching Health Board","All",4
2020-05-02,"Velindre University NHS Trust","C19",0
2020-05-02,"Velindre University NHS Trust","NonC19",7
2020-05-02,"Velindre University NHS Trust","All",7
2020-05-02,"Wales","C19",147
